Variable_Name,Change_Type,Change_Description,Reason_Method
ST23QC3,Dropped,Removed due to >50% missing data,Missingness
ST23QC4,Dropped,Removed due to >50% missing data,Missingness
ST23QC5,Dropped,Removed due to >50% missing data,Missingness
ST23QC6,Dropped,Removed due to >50% missing data,Missingness
ST23QD1,Dropped,Removed due to >50% missing data,Missingness
ST23QD2,Dropped,Removed due to >50% missing data,Missingness
ST23QD3,Dropped,Removed due to >50% missing data,Missingness
ST23QD4,Dropped,Removed due to >50% missing data,Missingness
ST23QD5,Dropped,Removed due to >50% missing data,Missingness
ST23QD6,Dropped,Removed due to >50% missing data,Missingness
ST23QE1,Dropped,Removed due to >50% missing data,Missingness
ST23QE2,Dropped,Removed due to >50% missing data,Missingness
ST23QE3,Dropped,Removed due to >50% missing data,Missingness
ST23QE4,Dropped,Removed due to >50% missing data,Missingness
ST23QE5,Dropped,Removed due to >50% missing data,Missingness
ST23QE6,Dropped,Removed due to >50% missing data,Missingness
ST23QF1,Dropped,Removed due to >50% missing data,Missingness
ST23QF2,Dropped,Removed due to >50% missing data,Missingness
ST23QF3,Dropped,Removed due to >50% missing data,Missingness
ST23QF4,Dropped,Removed due to >50% missing data,Missingness
ST23QF5,Dropped,Removed due to >50% missing data,Missingness
ST23QF6,Dropped,Removed due to >50% missing data,Missingness
ST24Q01,Dropped,Removed due to >50% missing data,Missingness
ST24Q02,Dropped,Removed due to >50% missing data,Missingness
ST24Q03,Dropped,Removed due to >50% missing data,Missingness
ST24Q04,Dropped,Removed due to >50% missing data,Missingness
ST24Q05,Dropped,Removed due to >50% missing data,Missingness
ST24Q06,Dropped,Removed due to >50% missing data,Missingness
ST25Q01,Dropped,Removed due to >50% missing data,Missingness
ST25Q02,Dropped,Removed due to >50% missing data,Missingness
ST25Q03,Dropped,Removed due to >50% missing data,Missingness
ST25Q04,Dropped,Removed due to >50% missing data,Missingness
ST25Q05,Dropped,Removed due to >50% missing data,Missingness
ST25Q06,Dropped,Removed due to >50% missing data,Missingness
ST26Q01,Dropped,Removed due to >50% missing data,Missingness
ST26Q02,Dropped,Removed due to >50% missing data,Missingness
ST26Q03,Dropped,Removed due to >50% missing data,Missingness
ST26Q04,Dropped,Removed due to >50% missing data,Missingness
ST26Q05,Dropped,Removed due to >50% missing data,Missingness
ST26Q06,Dropped,Removed due to >50% missing data,Missingness
ST26Q07,Dropped,Removed due to >50% missing data,Missingness
ST27Q01,Dropped,Removed due to >50% missing data,Missingness
ST27Q02,Dropped,Removed due to >50% missing data,Missingness
ST27Q03,Dropped,Removed due to >50% missing data,Missingness
ST27Q04,Dropped,Removed due to >50% missing data,Missingness
ST28Q01,Dropped,Removed due to >50% missing data,Missingness
ST28Q02,Dropped,Removed due to >50% missing data,Missingness
ST28Q03,Dropped,Removed due to >50% missing data,Missingness
ST28Q04,Dropped,Removed due to >50% missing data,Missingness
ST29Q01,Dropped,Removed due to >50% missing data,Missingness
ST29Q02,Dropped,Removed due to >50% missing data,Missingness
ST29Q03,Dropped,Removed due to >50% missing data,Missingness
ST29Q04,Dropped,Removed due to >50% missing data,Missingness
ST30Q01,Dropped,Removed due to >50% missing data,Missingness
ST31Q01,Dropped,Removed due to >50% missing data,Missingness
ST31Q02,Dropped,Removed due to >50% missing data,Missingness
ST31Q03,Dropped,Removed due to >50% missing data,Missingness
ST31Q04,Dropped,Removed due to >50% missing data,Missingness
ST31Q05,Dropped,Removed due to >50% missing data,Missingness
ST31Q06,Dropped,Removed due to >50% missing data,Missingness
ST31Q07,Dropped,Removed due to >50% missing data,Missingness
ST31Q08,Dropped,Removed due to >50% missing data,Missingness
ST31Q09,Dropped,Removed due to >50% missing data,Missingness
ST31Q10,Dropped,Removed due to >50% missing data,Missingness
ST31Q11,Dropped,Removed due to >50% missing data,Missingness
ST31Q12,Dropped,Removed due to >50% missing data,Missingness
ST32Q01,Dropped,Removed due to >50% missing data,Missingness
ST32Q02,Dropped,Removed due to >50% missing data,Missingness
ST32Q03,Dropped,Removed due to >50% missing data,Missingness
ST32Q04,Dropped,Removed due to >50% missing data,Missingness
ST32Q05,Dropped,Removed due to >50% missing data,Missingness
ST32Q06,Dropped,Removed due to >50% missing data,Missingness
ST33Q11,Dropped,Removed due to >50% missing data,Missingness
ST33Q12,Dropped,Removed due to >50% missing data,Missingness
ST33Q21,Dropped,Removed due to >50% missing data,Missingness
ST33Q22,Dropped,Removed due to >50% missing data,Missingness
ST33Q31,Dropped,Removed due to >50% missing data,Missingness
ST33Q32,Dropped,Removed due to >50% missing data,Missingness
ST33Q41,Dropped,Removed due to >50% missing data,Missingness
ST33Q42,Dropped,Removed due to >50% missing data,Missingness
ST33Q51,Dropped,Removed due to >50% missing data,Missingness
ST33Q52,Dropped,Removed due to >50% missing data,Missingness
ST33Q61,Dropped,Removed due to >50% missing data,Missingness
ST33Q62,Dropped,Removed due to >50% missing data,Missingness
ST33Q71,Dropped,Removed due to >50% missing data,Missingness
ST33Q72,Dropped,Removed due to >50% missing data,Missingness
ST33Q81,Dropped,Removed due to >50% missing data,Missingness
ST33Q82,Dropped,Removed due to >50% missing data,Missingness
ST34Q01,Dropped,Removed due to >50% missing data,Missingness
ST34Q02,Dropped,Removed due to >50% missing data,Missingness
ST34Q03,Dropped,Removed due to >50% missing data,Missingness
ST34Q04,Dropped,Removed due to >50% missing data,Missingness
ST34Q05,Dropped,Removed due to >50% missing data,Missingness
ST34Q06,Dropped,Removed due to >50% missing data,Missingness
ST34Q07,Dropped,Removed due to >50% missing data,Missingness
ST34Q08,Dropped,Removed due to >50% missing data,Missingness
ST34Q09,Dropped,Removed due to >50% missing data,Missingness
ST34Q10,Dropped,Removed due to >50% missing data,Missingness
ST34Q11,Dropped,Removed due to >50% missing data,Missingness
ST34Q12,Dropped,Removed due to >50% missing data,Missingness
ST34Q13,Dropped,Removed due to >50% missing data,Missingness
ST34Q14,Dropped,Removed due to >50% missing data,Missingness
ST34Q15,Dropped,Removed due to >50% missing data,Missingness
ST34Q16,Dropped,Removed due to >50% missing data,Missingness
ST34Q17,Dropped,Removed due to >50% missing data,Missingness
ST35Q01,Dropped,Removed due to >50% missing data,Missingness
ST35Q02,Dropped,Removed due to >50% missing data,Missingness
ST35Q03,Dropped,Removed due to >50% missing data,Missingness
ST35Q04,Dropped,Removed due to >50% missing data,Missingness
ST35Q05,Dropped,Removed due to >50% missing data,Missingness
ST36Q01,Dropped,Removed due to >50% missing data,Missingness
ST36Q02,Dropped,Removed due to >50% missing data,Missingness
ST36Q03,Dropped,Removed due to >50% missing data,Missingness
ST37Q01,Dropped,Removed due to >50% missing data,Missingness
ST37Q02,Dropped,Removed due to >50% missing data,Missingness
ST37Q03,Dropped,Removed due to >50% missing data,Missingness
ST37Q04,Dropped,Removed due to >50% missing data,Missingness
ST37Q05,Dropped,Removed due to >50% missing data,Missingness
ST37Q06,Dropped,Removed due to >50% missing data,Missingness
IC01Q01,Dropped,Removed due to >50% missing data,Missingness
IC02Q01,Dropped,Removed due to >50% missing data,Missingness
IC03Q01,Dropped,Removed due to >50% missing data,Missingness
IC03Q02,Dropped,Removed due to >50% missing data,Missingness
IC03Q03,Dropped,Removed due to >50% missing data,Missingness
IC04Q01,Dropped,Removed due to >50% missing data,Missingness
IC04Q02,Dropped,Removed due to >50% missing data,Missingness
IC04Q03,Dropped,Removed due to >50% missing data,Missingness
IC04Q04,Dropped,Removed due to >50% missing data,Missingness
IC04Q05,Dropped,Removed due to >50% missing data,Missingness
IC04Q06,Dropped,Removed due to >50% missing data,Missingness
IC04Q07,Dropped,Removed due to >50% missing data,Missingness
IC04Q08,Dropped,Removed due to >50% missing data,Missingness
IC04Q09,Dropped,Removed due to >50% missing data,Missingness
IC04Q10,Dropped,Removed due to >50% missing data,Missingness
IC04Q11,Dropped,Removed due to >50% missing data,Missingness
IC05Q01,Dropped,Removed due to >50% missing data,Missingness
IC05Q02,Dropped,Removed due to >50% missing data,Missingness
IC05Q03,Dropped,Removed due to >50% missing data,Missingness
IC05Q04,Dropped,Removed due to >50% missing data,Missingness
IC05Q05,Dropped,Removed due to >50% missing data,Missingness
IC05Q06,Dropped,Removed due to >50% missing data,Missingness
IC05Q07,Dropped,Removed due to >50% missing data,Missingness
IC05Q08,Dropped,Removed due to >50% missing data,Missingness
IC05Q09,Dropped,Removed due to >50% missing data,Missingness
IC05Q10,Dropped,Removed due to >50% missing data,Missingness
IC05Q11,Dropped,Removed due to >50% missing data,Missingness
IC05Q12,Dropped,Removed due to >50% missing data,Missingness
IC05Q13,Dropped,Removed due to >50% missing data,Missingness
IC05Q14,Dropped,Removed due to >50% missing data,Missingness
IC05Q15,Dropped,Removed due to >50% missing data,Missingness
IC05Q16,Dropped,Removed due to >50% missing data,Missingness
AGE,Dropped,Removed due to >50% missing data,Missingness
ISCEDL,Dropped,Removed due to >50% missing data,Missingness
ISCEDD,Dropped,Removed due to >50% missing data,Missingness
ISCEDO,Dropped,Removed due to >50% missing data,Missingness
PROGN,Dropped,Removed due to >50% missing data,Missingness
BMMJ,Dropped,Removed due to >50% missing data,Missingness
BFMJ,Dropped,Removed due to >50% missing data,Missingness
BSMJ,Dropped,Removed due to >50% missing data,Missingness
HISEI,Dropped,Removed due to >50% missing data,Missingness
MSECATEG,Dropped,Removed due to >50% missing data,Missingness
FSECATEG,Dropped,Removed due to >50% missing data,Missingness
HSECATEG,Dropped,Removed due to >50% missing data,Missingness
SRC_M,Dropped,Removed due to >50% missing data,Missingness
SRC_F,Dropped,Removed due to >50% missing data,Missingness
SRC_E,Dropped,Removed due to >50% missing data,Missingness
SRC_S,Dropped,Removed due to >50% missing data,Missingness
MISCED,Dropped,Removed due to >50% missing data,Missingness
FISCED,Dropped,Removed due to >50% missing data,Missingness
HISCED,Dropped,Removed due to >50% missing data,Missingness
PARED,Dropped,Removed due to >50% missing data,Missingness
COBN_M,Dropped,Removed due to >50% missing data,Missingness
COBN_F,Dropped,Removed due to >50% missing data,Missingness
COBN_S,Dropped,Removed due to >50% missing data,Missingness
IMMIG,Dropped,Removed due to >50% missing data,Missingness
LANGN,Dropped,Removed due to >50% missing data,Missingness
CARINFO,Dropped,Removed due to >50% missing data,Missingness
CARPREP,Dropped,Removed due to >50% missing data,Missingness
CULTPOSS,Dropped,Removed due to >50% missing data,Missingness
ENVAWARE,Dropped,Removed due to >50% missing data,Missingness
ENVOPT,Dropped,Removed due to >50% missing data,Missingness
ENVPERC,Dropped,Removed due to >50% missing data,Missingness
GENSCIE,Dropped,Removed due to >50% missing data,Missingness
HEDRES,Dropped,Removed due to >50% missing data,Missingness
HOMEPOS,Dropped,Removed due to >50% missing data,Missingness
INSTSCIE,Dropped,Removed due to >50% missing data,Missingness
INTSCIE,Dropped,Removed due to >50% missing data,Missingness
JOYSCIE,Dropped,Removed due to >50% missing data,Missingness
PERSCIE,Dropped,Removed due to >50% missing data,Missingness
RESPDEV,Dropped,Removed due to >50% missing data,Missingness
SCAPPLY,Dropped,Removed due to >50% missing data,Missingness
SCHANDS,Dropped,Removed due to >50% missing data,Missingness
SCIEACT,Dropped,Removed due to >50% missing data,Missingness
SCIEEFF,Dropped,Removed due to >50% missing data,Missingness
SCIEFUT,Dropped,Removed due to >50% missing data,Missingness
SCINTACT,Dropped,Removed due to >50% missing data,Missingness
SCINVEST,Dropped,Removed due to >50% missing data,Missingness
SCSCIE,Dropped,Removed due to >50% missing data,Missingness
WEALTH,Dropped,Removed due to >50% missing data,Missingness
HIGHCONF,Dropped,Removed due to >50% missing data,Missingness
INTCONF,Dropped,Removed due to >50% missing data,Missingness
INTUSE,Dropped,Removed due to >50% missing data,Missingness
PRGUSE,Dropped,Removed due to >50% missing data,Missingness
ESCS,Dropped,Removed due to >50% missing data,Missingness
PV1MATH,Dropped,Removed due to >50% missing data,Missingness
PV2MATH,Dropped,Removed due to >50% missing data,Missingness
PV3MATH,Dropped,Removed due to >50% missing data,Missingness
PV4MATH,Dropped,Removed due to >50% missing data,Missingness
PV5MATH,Dropped,Removed due to >50% missing data,Missingness
PV1READ,Dropped,Removed due to >50% missing data,Missingness
PV2READ,Dropped,Removed due to >50% missing data,Missingness
PV3READ,Dropped,Removed due to >50% missing data,Missingness
PV4READ,Dropped,Removed due to >50% missing data,Missingness
PV5READ,Dropped,Removed due to >50% missing data,Missingness
PV1SCIE,Dropped,Removed due to >50% missing data,Missingness
PV2SCIE,Dropped,Removed due to >50% missing data,Missingness
PV3SCIE,Dropped,Removed due to >50% missing data,Missingness
PV4SCIE,Dropped,Removed due to >50% missing data,Missingness
PV5SCIE,Dropped,Removed due to >50% missing data,Missingness
PV1INTR,Dropped,Removed due to >50% missing data,Missingness
PV2INTR,Dropped,Removed due to >50% missing data,Missingness
PV3INTR,Dropped,Removed due to >50% missing data,Missingness
PV4INTR,Dropped,Removed due to >50% missing data,Missingness
PV5INTR,Dropped,Removed due to >50% missing data,Missingness
PV1SUPP,Dropped,Removed due to >50% missing data,Missingness
PV2SUPP,Dropped,Removed due to >50% missing data,Missingness
PV3SUPP,Dropped,Removed due to >50% missing data,Missingness
PV4SUPP,Dropped,Removed due to >50% missing data,Missingness
PV5SUPP,Dropped,Removed due to >50% missing data,Missingness
PV1EPS,Dropped,Removed due to >50% missing data,Missingness
PV2EPS,Dropped,Removed due to >50% missing data,Missingness
PV3EPS,Dropped,Removed due to >50% missing data,Missingness
PV4EPS,Dropped,Removed due to >50% missing data,Missingness
PV5EPS,Dropped,Removed due to >50% missing data,Missingness
PV1ISI,Dropped,Removed due to >50% missing data,Missingness
PV2ISI,Dropped,Removed due to >50% missing data,Missingness
PV3ISI,Dropped,Removed due to >50% missing data,Missingness
PV4ISI,Dropped,Removed due to >50% missing data,Missingness
PV5ISI,Dropped,Removed due to >50% missing data,Missingness
PV1USE,Dropped,Removed due to >50% missing data,Missingness
PV2USE,Dropped,Removed due to >50% missing data,Missingness
PV3USE,Dropped,Removed due to >50% missing data,Missingness
PV4USE,Dropped,Removed due to >50% missing data,Missingness
PV5USE,Dropped,Removed due to >50% missing data,Missingness
W_FSTUWT,Dropped,Removed due to >50% missing data,Missingness
W_FSTR1,Dropped,Removed due to >50% missing data,Missingness
W_FSTR2,Dropped,Removed due to >50% missing data,Missingness
W_FSTR3,Dropped,Removed due to >50% missing data,Missingness
W_FSTR4,Dropped,Removed due to >50% missing data,Missingness
W_FSTR5,Dropped,Removed due to >50% missing data,Missingness
W_FSTR6,Dropped,Removed due to >50% missing data,Missingness
W_FSTR7,Dropped,Removed due to >50% missing data,Missingness
W_FSTR8,Dropped,Removed due to >50% missing data,Missingness
W_FSTR9,Dropped,Removed due to >50% missing data,Missingness
W_FSTR10,Dropped,Removed due to >50% missing data,Missingness
W_FSTR11,Dropped,Removed due to >50% missing data,Missingness
W_FSTR12,Dropped,Removed due to >50% missing data,Missingness
W_FSTR13,Dropped,Removed due to >50% missing data,Missingness
W_FSTR14,Dropped,Removed due to >50% missing data,Missingness
W_FSTR15,Dropped,Removed due to >50% missing data,Missingness
W_FSTR16,Dropped,Removed due to >50% missing data,Missingness
W_FSTR17,Dropped,Removed due to >50% missing data,Missingness
W_FSTR18,Dropped,Removed due to >50% missing data,Missingness
W_FSTR19,Dropped,Removed due to >50% missing data,Missingness
W_FSTR20,Dropped,Removed due to >50% missing data,Missingness
W_FSTR21,Dropped,Removed due to >50% missing data,Missingness
W_FSTR22,Dropped,Removed due to >50% missing data,Missingness
W_FSTR23,Dropped,Removed due to >50% missing data,Missingness
W_FSTR24,Dropped,Removed due to >50% missing data,Missingness
W_FSTR25,Dropped,Removed due to >50% missing data,Missingness
W_FSTR26,Dropped,Removed due to >50% missing data,Missingness
W_FSTR27,Dropped,Removed due to >50% missing data,Missingness
W_FSTR28,Dropped,Removed due to >50% missing data,Missingness
W_FSTR29,Dropped,Removed due to >50% missing data,Missingness
W_FSTR30,Dropped,Removed due to >50% missing data,Missingness
W_FSTR31,Dropped,Removed due to >50% missing data,Missingness
W_FSTR32,Dropped,Removed due to >50% missing data,Missingness
W_FSTR33,Dropped,Removed due to >50% missing data,Missingness
W_FSTR34,Dropped,Removed due to >50% missing data,Missingness
W_FSTR35,Dropped,Removed due to >50% missing data,Missingness
W_FSTR36,Dropped,Removed due to >50% missing data,Missingness
W_FSTR37,Dropped,Removed due to >50% missing data,Missingness
W_FSTR38,Dropped,Removed due to >50% missing data,Missingness
W_FSTR39,Dropped,Removed due to >50% missing data,Missingness
W_FSTR40,Dropped,Removed due to >50% missing data,Missingness
W_FSTR41,Dropped,Removed due to >50% missing data,Missingness
W_FSTR42,Dropped,Removed due to >50% missing data,Missingness
W_FSTR43,Dropped,Removed due to >50% missing data,Missingness
W_FSTR44,Dropped,Removed due to >50% missing data,Missingness
W_FSTR45,Dropped,Removed due to >50% missing data,Missingness
W_FSTR46,Dropped,Removed due to >50% missing data,Missingness
W_FSTR47,Dropped,Removed due to >50% missing data,Missingness
W_FSTR48,Dropped,Removed due to >50% missing data,Missingness
W_FSTR49,Dropped,Removed due to >50% missing data,Missingness
W_FSTR50,Dropped,Removed due to >50% missing data,Missingness
W_FSTR51,Dropped,Removed due to >50% missing data,Missingness
W_FSTR52,Dropped,Removed due to >50% missing data,Missingness
W_FSTR53,Dropped,Removed due to >50% missing data,Missingness
W_FSTR54,Dropped,Removed due to >50% missing data,Missingness
W_FSTR55,Dropped,Removed due to >50% missing data,Missingness
W_FSTR56,Dropped,Removed due to >50% missing data,Missingness
W_FSTR57,Dropped,Removed due to >50% missing data,Missingness
W_FSTR58,Dropped,Removed due to >50% missing data,Missingness
W_FSTR59,Dropped,Removed due to >50% missing data,Missingness
W_FSTR60,Dropped,Removed due to >50% missing data,Missingness
W_FSTR61,Dropped,Removed due to >50% missing data,Missingness
W_FSTR62,Dropped,Removed due to >50% missing data,Missingness
W_FSTR63,Dropped,Removed due to >50% missing data,Missingness
W_FSTR64,Dropped,Removed due to >50% missing data,Missingness
W_FSTR65,Dropped,Removed due to >50% missing data,Missingness
W_FSTR66,Dropped,Removed due to >50% missing data,Missingness
W_FSTR67,Dropped,Removed due to >50% missing data,Missingness
W_FSTR68,Dropped,Removed due to >50% missing data,Missingness
W_FSTR69,Dropped,Removed due to >50% missing data,Missingness
W_FSTR70,Dropped,Removed due to >50% missing data,Missingness
W_FSTR71,Dropped,Removed due to >50% missing data,Missingness
W_FSTR72,Dropped,Removed due to >50% missing data,Missingness
W_FSTR73,Dropped,Removed due to >50% missing data,Missingness
W_FSTR74,Dropped,Removed due to >50% missing data,Missingness
W_FSTR75,Dropped,Removed due to >50% missing data,Missingness
W_FSTR76,Dropped,Removed due to >50% missing data,Missingness
W_FSTR77,Dropped,Removed due to >50% missing data,Missingness
W_FSTR78,Dropped,Removed due to >50% missing data,Missingness
W_FSTR79,Dropped,Removed due to >50% missing data,Missingness
W_FSTR80,Dropped,Removed due to >50% missing data,Missingness
CNTFAC,Dropped,Removed due to >50% missing data,Missingness
SUBFAC,Dropped,Removed due to >50% missing data,Missingness
